resume_id,name,job_title,skills,education,experience_years,projects,certifications,resume_text
RES_0487,Candidate_487,Full Stack Developer,"['REST APIs', 'JavaScript', 'GraphQL', 'CI/CD', 'Git', 'Kubernetes', 'Python', 'MongoDB']",PhD in Computer Science,4,"['Project_0_487', 'Project_1_487', 'Project_2_487', 'Project_3_487']",['AWS Certified'],"Name: Candidate_487
            Target Position: Full Stack Developer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: REST APIs, JavaScript, GraphQL, CI/CD, Git, Kubernetes, Python, MongoDB
            Education: PhD in Computer Science
            Experience: 4 years
            Projects: Project_0_487, Project_1_487, Project_2_487, Project_3_487
            Certifications: AWS Certified"
RES_0488,Candidate_488,Product Manager,"['MongoDB', 'REST APIs', 'Git', 'CI/CD', 'PyTorch', 'Node.js']",PhD in Computer Science,11,"['Project_0_488', 'Project_1_488', 'Project_2_488', 'Project_3_488']","['AWS Certified', 'TensorFlow Developer']","Name: Candidate_488
            Target Position: Product Manager
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: MongoDB, REST APIs, Git, CI/CD, PyTorch, Node.js
            Education: PhD in Computer Science
            Experience: 11 years
            Projects: Project_0_488, Project_1_488, Project_2_488, Project_3_488
            Certifications: AWS Certified, TensorFlow Developer"
RES_0489,Candidate_489,Business Analyst,"['TensorFlow', 'Node.js', 'SQL', 'Java', 'Agile']",PhD in Physics,12,"['Project_0_489', 'Project_1_489', 'Project_2_489']","['TensorFlow Developer', 'Scrum Master', 'AWS Certified']","Name: Candidate_489
            Target Position: Business Analyst
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: TensorFlow, Node.js, SQL, Java, Agile
            Education: PhD in Physics
            Experience: 12 years
            Projects: Project_0_489, Project_1_489, Project_2_489
            Certifications: TensorFlow Developer, Scrum Master, AWS Certified"
RES_0490,Candidate_490,Product Manager,"['Node.js', 'TensorFlow', 'REST APIs', 'PyTorch', 'GraphQL', 'Pandas']",Master's in Statistics,2,"['Project_0_490', 'Project_1_490', 'Project_2_490', 'Project_3_490', 'Project_4_490']","['TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_490
            Target Position: Product Manager
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: Node.js, TensorFlow, REST APIs, PyTorch, GraphQL, Pandas
            Education: Master's in Statistics
            Experience: 2 years
            Projects: Project_0_490, Project_1_490, Project_2_490, Project_3_490, Project_4_490
            Certifications: TensorFlow Developer, Google Cloud Certified"
RES_0491,Candidate_491,Frontend Developer,"['GraphQL', 'Docker', 'REST APIs', 'CI/CD', 'Pandas', 'NumPy', 'PostgreSQL', 'Node.js']",Master's in Mathematics,8,"['Project_0_491', 'Project_1_491', 'Project_2_491']","['TensorFlow Developer', 'AWS Certified', 'Scrum Master']","Name: Candidate_491
            Target Position: Frontend Developer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: GraphQL, Docker, REST APIs, CI/CD, Pandas, NumPy, PostgreSQL, Node.js
            Education: Master's in Mathematics
            Experience: 8 years
            Projects: Project_0_491, Project_1_491, Project_2_491
            Certifications: TensorFlow Developer, AWS Certified, Scrum Master"
RES_0492,Candidate_492,Software Engineer,"['Python', 'PostgreSQL', 'NumPy', 'MongoDB', 'Node.js']",Master's in Mathematics,12,"['Project_0_492', 'Project_1_492', 'Project_2_492']",['Azure Certified'],"Name: Candidate_492
            Target Position: Software Engineer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Python, PostgreSQL, NumPy, MongoDB, Node.js
            Education: Master's in Mathematics
            Experience: 12 years
            Projects: Project_0_492, Project_1_492, Project_2_492
            Certifications: Azure Certified"
RES_0493,Candidate_493,Data Scientist,"['TensorFlow', 'Pandas', 'Node.js', 'AWS', 'CI/CD', 'JavaScript', 'Git']",PhD in Mathematics,2,"['Project_0_493', 'Project_1_493', 'Project_2_493']",[],"Name: Candidate_493
            Target Position: Data Scientist
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: TensorFlow, Pandas, Node.js, AWS, CI/CD, JavaScript, Git
            Education: PhD in Mathematics
            Experience: 2 years
            Projects: Project_0_493, Project_1_493, Project_2_493
            Certifications: None"
RES_0494,Candidate_494,QA Engineer,"['GraphQL', 'SQL', 'Git', 'REST APIs']",Bachelor's in Statistics,5,"['Project_0_494', 'Project_1_494', 'Project_2_494', 'Project_3_494', 'Project_4_494']","['Scrum Master', 'TensorFlow Developer']","Name: Candidate_494
            Target Position: QA Engineer
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: GraphQL, SQL, Git, REST APIs
            Education: Bachelor's in Statistics
            Experience: 5 years
            Projects: Project_0_494, Project_1_494, Project_2_494, Project_3_494, Project_4_494
            Certifications: Scrum Master, TensorFlow Developer"
RES_0495,Candidate_495,DevOps Engineer,"['JavaScript', 'CI/CD', 'PyTorch']",Bachelor's in Statistics,0,"['Project_0_495', 'Project_1_495', 'Project_2_495', 'Project_3_495', 'Project_4_495']",[],"Name: Candidate_495
            Target Position: DevOps Engineer
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: JavaScript, CI/CD, PyTorch
            Education: Bachelor's in Statistics
            Experience: 0 years
            Projects: Project_0_495, Project_1_495, Project_2_495, Project_3_495, Project_4_495
            Certifications: None"
RES_0496,Candidate_496,Backend Developer,"['Docker', 'Agile', 'Kubernetes', 'SQL', 'REST APIs', 'Pandas', 'React']",Bachelor's in Physics,12,"['Project_0_496', 'Project_1_496']","['TensorFlow Developer', 'AWS Certified', 'Scrum Master']","Name: Candidate_496
            Target Position: Backend Developer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Docker, Agile, Kubernetes, SQL, REST APIs, Pandas, React
            Education: Bachelor's in Physics
            Experience: 12 years
            Projects: Project_0_496, Project_1_496
            Certifications: TensorFlow Developer, AWS Certified, Scrum Master"
RES_0497,Candidate_497,System Administrator,"['REST APIs', 'AWS', 'Agile', 'Python', 'Pandas', 'PyTorch', 'NumPy']",Master's in Mathematics,4,"['Project_0_497', 'Project_1_497', 'Project_2_497', 'Project_3_497', 'Project_4_497']","['TensorFlow Developer', 'Scrum Master']","Name: Candidate_497
            Target Position: System Administrator
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: REST APIs, AWS, Agile, Python, Pandas, PyTorch, NumPy
            Education: Master's in Mathematics
            Experience: 4 years
            Projects: Project_0_497, Project_1_497, Project_2_497, Project_3_497, Project_4_497
            Certifications: TensorFlow Developer, Scrum Master"
RES_0498,Candidate_498,Full Stack Developer,"['MongoDB', 'SQL', 'TensorFlow', 'PyTorch', 'AWS', 'Pandas', 'Git', 'CI/CD']",PhD in Engineering,1,"['Project_0_498', 'Project_1_498', 'Project_2_498', 'Project_3_498', 'Project_4_498']","['PMP', 'AWS Certified', 'TensorFlow Developer']","Name: Candidate_498
            Target Position: Full Stack Developer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: MongoDB, SQL, TensorFlow, PyTorch, AWS, Pandas, Git, CI/CD
            Education: PhD in Engineering
            Experience: 1 years
            Projects: Project_0_498, Project_1_498, Project_2_498, Project_3_498, Project_4_498
            Certifications: PMP, AWS Certified, TensorFlow Developer"
RES_0499,Candidate_499,Backend Developer,"['GraphQL', 'Docker', 'CI/CD', 'REST APIs', 'Python']",PhD in Computer Science,8,"['Project_0_499', 'Project_1_499', 'Project_2_499']",[],"Name: Candidate_499
            Target Position: Backend Developer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: GraphQL, Docker, CI/CD, REST APIs, Python
            Education: PhD in Computer Science
            Experience: 8 years
            Projects: Project_0_499, Project_1_499, Project_2_499
            Certifications: None"
RES_0500,Candidate_500,Product Manager,"['SQL', 'React', 'Node.js', 'Docker', 'CI/CD']",PhD in Mathematics,3,"['Project_0_500', 'Project_1_500', 'Project_2_500', 'Project_3_500', 'Project_4_500']","['Scrum Master', 'Google Cloud Certified']","Name: Candidate_500
            Target Position: Product Manager
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: SQL, React, Node.js, Docker, CI/CD
            Education: PhD in Mathematics
            Experience: 3 years
            Projects: Project_0_500, Project_1_500, Project_2_500, Project_3_500, Project_4_500
            Certifications: Scrum Master, Google Cloud Certified"
RES_0501,Candidate_501,Frontend Developer,"['Git', 'Pandas', 'Kubernetes', 'REST APIs', 'CI/CD', 'PostgreSQL', 'TensorFlow']",Master's in Statistics,10,['Project_0_501'],"['PMP', 'Scrum Master', 'Azure Certified']","Name: Candidate_501
            Target Position: Frontend Developer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: Git, Pandas, Kubernetes, REST APIs, CI/CD, PostgreSQL, TensorFlow
            Education: Master's in Statistics
            Experience: 10 years
            Projects: Project_0_501
            Certifications: PMP, Scrum Master, Azure Certified"
RES_0502,Candidate_502,Frontend Developer,"['JavaScript', 'MongoDB', 'GraphQL']",Master's in Computer Science,10,"['Project_0_502', 'Project_1_502']","['Scrum Master', 'Azure Certified', 'TensorFlow Developer']","Name: Candidate_502
            Target Position: Frontend Developer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: JavaScript, MongoDB, GraphQL
            Education: Master's in Computer Science
            Experience: 10 years
            Projects: Project_0_502, Project_1_502
            Certifications: Scrum Master, Azure Certified, TensorFlow Developer"
RES_0503,Candidate_503,Backend Developer,"['PyTorch', 'Java', 'React', 'Git', 'TensorFlow']",Master's in Physics,12,"['Project_0_503', 'Project_1_503', 'Project_2_503', 'Project_3_503', 'Project_4_503']","['Azure Certified', 'Google Cloud Certified', 'TensorFlow Developer']","Name: Candidate_503
            Target Position: Backend Developer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: PyTorch, Java, React, Git, TensorFlow
            Education: Master's in Physics
            Experience: 12 years
            Projects: Project_0_503, Project_1_503, Project_2_503, Project_3_503, Project_4_503
            Certifications: Azure Certified, Google Cloud Certified, TensorFlow Developer"
RES_0504,Candidate_504,Frontend Developer,"['Git', 'PyTorch', 'Python', 'PostgreSQL', 'JavaScript', 'Pandas', 'AWS', 'React']",PhD in Physics,1,"['Project_0_504', 'Project_1_504']","['TensorFlow Developer', 'PMP', 'Google Cloud Certified']","Name: Candidate_504
            Target Position: Frontend Developer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: Git, PyTorch, Python, PostgreSQL, JavaScript, Pandas, AWS, React
            Education: PhD in Physics
            Experience: 1 years
            Projects: Project_0_504, Project_1_504
            Certifications: TensorFlow Developer, PMP, Google Cloud Certified"
RES_0505,Candidate_505,UX Designer,"['NumPy', 'Agile', 'GraphQL', 'Node.js', 'CI/CD', 'Pandas', 'TensorFlow', 'Java']",PhD in Computer Science,9,"['Project_0_505', 'Project_1_505', 'Project_2_505', 'Project_3_505', 'Project_4_505']",['AWS Certified'],"Name: Candidate_505
            Target Position: UX Designer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: NumPy, Agile, GraphQL, Node.js, CI/CD, Pandas, TensorFlow, Java
            Education: PhD in Computer Science
            Experience: 9 years
            Projects: Project_0_505, Project_1_505, Project_2_505, Project_3_505, Project_4_505
            Certifications: AWS Certified"
RES_0506,Candidate_506,Data Scientist,"['AWS', 'Docker', 'React', 'REST APIs', 'Git', 'PyTorch']",Master's in Computer Science,4,"['Project_0_506', 'Project_1_506', 'Project_2_506']",[],"Name: Candidate_506
            Target Position: Data Scientist
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: AWS, Docker, React, REST APIs, Git, PyTorch
            Education: Master's in Computer Science
            Experience: 4 years
            Projects: Project_0_506, Project_1_506, Project_2_506
            Certifications: None"
RES_0507,Candidate_507,UX Designer,"['AWS', 'JavaScript', 'Node.js', 'Agile', 'Python', 'Docker', 'PyTorch']",Master's in Physics,8,"['Project_0_507', 'Project_1_507']","['AWS Certified', 'Azure Certified', 'Scrum Master']","Name: Candidate_507
            Target Position: UX Designer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: AWS, JavaScript, Node.js, Agile, Python, Docker, PyTorch
            Education: Master's in Physics
            Experience: 8 years
            Projects: Project_0_507, Project_1_507
            Certifications: AWS Certified, Azure Certified, Scrum Master"
RES_0508,Candidate_508,Backend Developer,"['Kubernetes', 'React', 'Pandas', 'JavaScript']",Master's in Statistics,10,"['Project_0_508', 'Project_1_508']",['Google Cloud Certified'],"Name: Candidate_508
            Target Position: Backend Developer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: Kubernetes, React, Pandas, JavaScript
            Education: Master's in Statistics
            Experience: 10 years
            Projects: Project_0_508, Project_1_508
            Certifications: Google Cloud Certified"
RES_0509,Candidate_509,Full Stack Developer,"['JavaScript', 'Java', 'PostgreSQL', 'React', 'PyTorch']",PhD in Mathematics,10,"['Project_0_509', 'Project_1_509']",[],"Name: Candidate_509
            Target Position: Full Stack Developer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: JavaScript, Java, PostgreSQL, React, PyTorch
            Education: PhD in Mathematics
            Experience: 10 years
            Projects: Project_0_509, Project_1_509
            Certifications: None"
RES_0510,Candidate_510,Data Scientist,"['Git', 'GraphQL', 'Java', 'Python']",Bachelor's in Mathematics,1,"['Project_0_510', 'Project_1_510', 'Project_2_510', 'Project_3_510']","['AWS Certified', 'TensorFlow Developer']","Name: Candidate_510
            Target Position: Data Scientist
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: Git, GraphQL, Java, Python
            Education: Bachelor's in Mathematics
            Experience: 1 years
            Projects: Project_0_510, Project_1_510, Project_2_510, Project_3_510
            Certifications: AWS Certified, TensorFlow Developer"
RES_0511,Candidate_511,Data Scientist,"['CI/CD', 'Python', 'GraphQL', 'Git', 'Agile', 'JavaScript', 'Docker']",Bachelor's in Physics,9,"['Project_0_511', 'Project_1_511', 'Project_2_511', 'Project_3_511']",[],"Name: Candidate_511
            Target Position: Data Scientist
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: CI/CD, Python, GraphQL, Git, Agile, JavaScript, Docker
            Education: Bachelor's in Physics
            Experience: 9 years
            Projects: Project_0_511, Project_1_511, Project_2_511, Project_3_511
            Certifications: None"
RES_0512,Candidate_512,Data Analyst,"['Agile', 'GraphQL', 'Git', 'TensorFlow', 'React']",Master's in Mathematics,4,"['Project_0_512', 'Project_1_512', 'Project_2_512']","['Azure Certified', 'AWS Certified', 'PMP']","Name: Candidate_512
            Target Position: Data Analyst
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: Agile, GraphQL, Git, TensorFlow, React
            Education: Master's in Mathematics
            Experience: 4 years
            Projects: Project_0_512, Project_1_512, Project_2_512
            Certifications: Azure Certified, AWS Certified, PMP"
RES_0513,Candidate_513,Business Analyst,"['GraphQL', 'React', 'Python']",Master's in Computer Science,6,['Project_0_513'],"['Google Cloud Certified', 'TensorFlow Developer', 'AWS Certified']","Name: Candidate_513
            Target Position: Business Analyst
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: GraphQL, React, Python
            Education: Master's in Computer Science
            Experience: 6 years
            Projects: Project_0_513
            Certifications: Google Cloud Certified, TensorFlow Developer, AWS Certified"
RES_0514,Candidate_514,System Administrator,"['GraphQL', 'AWS', 'React']",Bachelor's in Engineering,15,"['Project_0_514', 'Project_1_514']","['TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_514
            Target Position: System Administrator
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: GraphQL, AWS, React
            Education: Bachelor's in Engineering
            Experience: 15 years
            Projects: Project_0_514, Project_1_514
            Certifications: TensorFlow Developer, Google Cloud Certified"
RES_0515,Candidate_515,Backend Developer,"['JavaScript', 'TensorFlow', 'Kubernetes', 'CI/CD', 'PyTorch']",Master's in Engineering,10,['Project_0_515'],['Google Cloud Certified'],"Name: Candidate_515
            Target Position: Backend Developer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: JavaScript, TensorFlow, Kubernetes, CI/CD, PyTorch
            Education: Master's in Engineering
            Experience: 10 years
            Projects: Project_0_515
            Certifications: Google Cloud Certified"
RES_0516,Candidate_516,Business Analyst,"['GraphQL', 'Agile', 'SQL', 'Java']",PhD in Physics,5,"['Project_0_516', 'Project_1_516']",[],"Name: Candidate_516
            Target Position: Business Analyst
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: GraphQL, Agile, SQL, Java
            Education: PhD in Physics
            Experience: 5 years
            Projects: Project_0_516, Project_1_516
            Certifications: None"
RES_0517,Candidate_517,System Administrator,"['React', 'Pandas', 'Node.js', 'Kubernetes', 'GraphQL', 'REST APIs']",PhD in Engineering,6,"['Project_0_517', 'Project_1_517', 'Project_2_517', 'Project_3_517']",[],"Name: Candidate_517
            Target Position: System Administrator
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: React, Pandas, Node.js, Kubernetes, GraphQL, REST APIs
            Education: PhD in Engineering
            Experience: 6 years
            Projects: Project_0_517, Project_1_517, Project_2_517, Project_3_517
            Certifications: None"
RES_0518,Candidate_518,Product Manager,"['Python', 'Git', 'REST APIs', 'MongoDB', 'GraphQL', 'AWS']",PhD in Physics,2,"['Project_0_518', 'Project_1_518', 'Project_2_518']",['Google Cloud Certified'],"Name: Candidate_518
            Target Position: Product Manager
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: Python, Git, REST APIs, MongoDB, GraphQL, AWS
            Education: PhD in Physics
            Experience: 2 years
            Projects: Project_0_518, Project_1_518, Project_2_518
            Certifications: Google Cloud Certified"
RES_0519,Candidate_519,Machine Learning Engineer,"['React', 'CI/CD', 'GraphQL', 'TensorFlow', 'NumPy', 'JavaScript', 'MongoDB', 'PostgreSQL']",Master's in Physics,4,"['Project_0_519', 'Project_1_519', 'Project_2_519', 'Project_3_519', 'Project_4_519']",['Scrum Master'],"Name: Candidate_519
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: React, CI/CD, GraphQL, TensorFlow, NumPy, JavaScript, MongoDB, PostgreSQL
            Education: Master's in Physics
            Experience: 4 years
            Projects: Project_0_519, Project_1_519, Project_2_519, Project_3_519, Project_4_519
            Certifications: Scrum Master"
RES_0520,Candidate_520,Data Scientist,"['MongoDB', 'PostgreSQL', 'React', 'Kubernetes']",PhD in Mathematics,13,"['Project_0_520', 'Project_1_520', 'Project_2_520']",['Azure Certified'],"Name: Candidate_520
            Target Position: Data Scientist
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: MongoDB, PostgreSQL, React, Kubernetes
            Education: PhD in Mathematics
            Experience: 13 years
            Projects: Project_0_520, Project_1_520, Project_2_520
            Certifications: Azure Certified"
RES_0521,Candidate_521,Data Scientist,"['Agile', 'MongoDB', 'PostgreSQL', 'SQL']",Master's in Statistics,9,"['Project_0_521', 'Project_1_521']","['PMP', 'Azure Certified', 'Scrum Master']","Name: Candidate_521
            Target Position: Data Scientist
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: Agile, MongoDB, PostgreSQL, SQL
            Education: Master's in Statistics
            Experience: 9 years
            Projects: Project_0_521, Project_1_521
            Certifications: PMP, Azure Certified, Scrum Master"
RES_0522,Candidate_522,Data Scientist,"['JavaScript', 'CI/CD', 'Pandas', 'Git', 'GraphQL']",PhD in Statistics,5,"['Project_0_522', 'Project_1_522', 'Project_2_522']","['Scrum Master', 'AWS Certified', 'TensorFlow Developer']","Name: Candidate_522
            Target Position: Data Scientist
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: JavaScript, CI/CD, Pandas, Git, GraphQL
            Education: PhD in Statistics
            Experience: 5 years
            Projects: Project_0_522, Project_1_522, Project_2_522
            Certifications: Scrum Master, AWS Certified, TensorFlow Developer"
RES_0523,Candidate_523,Frontend Developer,"['PostgreSQL', 'SQL', 'Git', 'Node.js', 'React']",Master's in Physics,4,"['Project_0_523', 'Project_1_523', 'Project_2_523', 'Project_3_523']","['TensorFlow Developer', 'Google Cloud Certified', 'Azure Certified']","Name: Candidate_523
            Target Position: Frontend Developer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: PostgreSQL, SQL, Git, Node.js, React
            Education: Master's in Physics
            Experience: 4 years
            Projects: Project_0_523, Project_1_523, Project_2_523, Project_3_523
            Certifications: TensorFlow Developer, Google Cloud Certified, Azure Certified"
RES_0524,Candidate_524,Data Analyst,"['Python', 'Java', 'GraphQL', 'SQL', 'NumPy', 'Node.js', 'PyTorch', 'AWS']",Master's in Engineering,11,"['Project_0_524', 'Project_1_524', 'Project_2_524', 'Project_3_524', 'Project_4_524']","['Google Cloud Certified', 'AWS Certified']","Name: Candidate_524
            Target Position: Data Analyst
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: Python, Java, GraphQL, SQL, NumPy, Node.js, PyTorch, AWS
            Education: Master's in Engineering
            Experience: 11 years
            Projects: Project_0_524, Project_1_524, Project_2_524, Project_3_524, Project_4_524
            Certifications: Google Cloud Certified, AWS Certified"
RES_0525,Candidate_525,Backend Developer,"['JavaScript', 'AWS', 'SQL', 'Kubernetes', 'CI/CD', 'PyTorch', 'Pandas']",Bachelor's in Computer Science,4,['Project_0_525'],[],"Name: Candidate_525
            Target Position: Backend Developer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: JavaScript, AWS, SQL, Kubernetes, CI/CD, PyTorch, Pandas
            Education: Bachelor's in Computer Science
            Experience: 4 years
            Projects: Project_0_525
            Certifications: None"
RES_0526,Candidate_526,Data Analyst,"['PyTorch', 'MongoDB', 'Java', 'REST APIs', 'NumPy']",Bachelor's in Computer Science,14,"['Project_0_526', 'Project_1_526', 'Project_2_526', 'Project_3_526', 'Project_4_526']",['Scrum Master'],"Name: Candidate_526
            Target Position: Data Analyst
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: PyTorch, MongoDB, Java, REST APIs, NumPy
            Education: Bachelor's in Computer Science
            Experience: 14 years
            Projects: Project_0_526, Project_1_526, Project_2_526, Project_3_526, Project_4_526
            Certifications: Scrum Master"
RES_0527,Candidate_527,Software Engineer,"['REST APIs', 'Docker', 'React', 'PostgreSQL', 'GraphQL', 'Java']",PhD in Physics,9,"['Project_0_527', 'Project_1_527']","['TensorFlow Developer', 'PMP', 'AWS Certified']","Name: Candidate_527
            Target Position: Software Engineer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: REST APIs, Docker, React, PostgreSQL, GraphQL, Java
            Education: PhD in Physics
            Experience: 9 years
            Projects: Project_0_527, Project_1_527
            Certifications: TensorFlow Developer, PMP, AWS Certified"
RES_0528,Candidate_528,Machine Learning Engineer,"['React', 'REST APIs', 'Java', 'Agile', 'MongoDB']",PhD in Mathematics,7,"['Project_0_528', 'Project_1_528', 'Project_2_528']",['AWS Certified'],"Name: Candidate_528
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: React, REST APIs, Java, Agile, MongoDB
            Education: PhD in Mathematics
            Experience: 7 years
            Projects: Project_0_528, Project_1_528, Project_2_528
            Certifications: AWS Certified"
RES_0529,Candidate_529,DevOps Engineer,"['Python', 'GraphQL', 'Node.js', 'Agile', 'PyTorch']",Bachelor's in Statistics,12,"['Project_0_529', 'Project_1_529', 'Project_2_529', 'Project_3_529']",[],"Name: Candidate_529
            Target Position: DevOps Engineer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Python, GraphQL, Node.js, Agile, PyTorch
            Education: Bachelor's in Statistics
            Experience: 12 years
            Projects: Project_0_529, Project_1_529, Project_2_529, Project_3_529
            Certifications: None"
RES_0530,Candidate_530,Full Stack Developer,"['PyTorch', 'AWS', 'TensorFlow', 'MongoDB']",PhD in Computer Science,7,"['Project_0_530', 'Project_1_530']",['TensorFlow Developer'],"Name: Candidate_530
            Target Position: Full Stack Developer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: PyTorch, AWS, TensorFlow, MongoDB
            Education: PhD in Computer Science
            Experience: 7 years
            Projects: Project_0_530, Project_1_530
            Certifications: TensorFlow Developer"
RES_0531,Candidate_531,Software Engineer,"['CI/CD', 'NumPy', 'JavaScript']",Bachelor's in Physics,15,"['Project_0_531', 'Project_1_531']",['AWS Certified'],"Name: Candidate_531
            Target Position: Software Engineer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: CI/CD, NumPy, JavaScript
            Education: Bachelor's in Physics
            Experience: 15 years
            Projects: Project_0_531, Project_1_531
            Certifications: AWS Certified"
RES_0532,Candidate_532,Product Manager,"['JavaScript', 'Docker', 'PyTorch', 'PostgreSQL', 'Git', 'Python', 'Node.js']",Master's in Computer Science,3,"['Project_0_532', 'Project_1_532', 'Project_2_532']","['PMP', 'Scrum Master', 'TensorFlow Developer']","Name: Candidate_532
            Target Position: Product Manager
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: JavaScript, Docker, PyTorch, PostgreSQL, Git, Python, Node.js
            Education: Master's in Computer Science
            Experience: 3 years
            Projects: Project_0_532, Project_1_532, Project_2_532
            Certifications: PMP, Scrum Master, TensorFlow Developer"
RES_0533,Candidate_533,Frontend Developer,"['AWS', 'Git', 'TensorFlow', 'NumPy', 'JavaScript', 'Node.js', 'CI/CD', 'REST APIs']",Master's in Physics,2,['Project_0_533'],[],"Name: Candidate_533
            Target Position: Frontend Developer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: AWS, Git, TensorFlow, NumPy, JavaScript, Node.js, CI/CD, REST APIs
            Education: Master's in Physics
            Experience: 2 years
            Projects: Project_0_533
            Certifications: None"
RES_0534,Candidate_534,System Administrator,"['AWS', 'MongoDB', 'Docker', 'Kubernetes', 'Java', 'Git', 'CI/CD', 'Python']",PhD in Mathematics,2,"['Project_0_534', 'Project_1_534']","['Azure Certified', 'Scrum Master']","Name: Candidate_534
            Target Position: System Administrator
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: AWS, MongoDB, Docker, Kubernetes, Java, Git, CI/CD, Python
            Education: PhD in Mathematics
            Experience: 2 years
            Projects: Project_0_534, Project_1_534
            Certifications: Azure Certified, Scrum Master"
RES_0535,Candidate_535,Machine Learning Engineer,"['Java', 'PyTorch', 'TensorFlow', 'NumPy', 'Agile']",Master's in Statistics,15,"['Project_0_535', 'Project_1_535', 'Project_2_535', 'Project_3_535', 'Project_4_535']","['TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_535
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Java, PyTorch, TensorFlow, NumPy, Agile
            Education: Master's in Statistics
            Experience: 15 years
            Projects: Project_0_535, Project_1_535, Project_2_535, Project_3_535, Project_4_535
            Certifications: TensorFlow Developer, Google Cloud Certified"
RES_0536,Candidate_536,Data Scientist,"['TensorFlow', 'GraphQL', 'PostgreSQL', 'NumPy', 'Node.js', 'SQL', 'REST APIs']",Master's in Computer Science,14,"['Project_0_536', 'Project_1_536', 'Project_2_536']",[],"Name: Candidate_536
            Target Position: Data Scientist
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: TensorFlow, GraphQL, PostgreSQL, NumPy, Node.js, SQL, REST APIs
            Education: Master's in Computer Science
            Experience: 14 years
            Projects: Project_0_536, Project_1_536, Project_2_536
            Certifications: None"
RES_0537,Candidate_537,Product Manager,"['Python', 'REST APIs', 'CI/CD', 'Node.js']",Master's in Engineering,3,"['Project_0_537', 'Project_1_537', 'Project_2_537', 'Project_3_537', 'Project_4_537']","['Google Cloud Certified', 'Azure Certified']","Name: Candidate_537
            Target Position: Product Manager
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: Python, REST APIs, CI/CD, Node.js
            Education: Master's in Engineering
            Experience: 3 years
            Projects: Project_0_537, Project_1_537, Project_2_537, Project_3_537, Project_4_537
            Certifications: Google Cloud Certified, Azure Certified"
